site_nm,company,cnt,user_cnt,cnt_p_user,user_ratio
네이버 메일,samsunge,46232,2010,23.0,0.9
카카오TV,samsunge,31049,2007,15.47,0.9
위메프,samsunge,38602,1988,19.42,0.89
AhnLab,samsunge,187087,1981,94.44,0.88
Vungle,samsunge,138431,1974,70.13,0.88
크리마,samsunge,69290,1957,35.41,0.87
애피어,samsunge,47027,1955,24.05,0.87
App Center,samsunge,137542,1949,70.57,0.87
Google 번역,samsunge,33179,1938,17.12,0.87
hackle,samsunge,48090,1931,24.9,0.86
11번가,samsunge,130432,1918,68.0,0.86
AppLovin,samsunge,123529,1900,65.02,0.85
Rubicon Project,samsunge,40436,1894,21.35,0.85
에디,samsunge,34545,1890,18.28,0.84
Microsoft,samsunge,146657,1890,77.6,0.84
AppsFlyer,samsunge,28481,1883,15.13,0.84
TikTok Lite,samsunge,614682,1879,327.13,0.84
아임웹,samsunge,46224,1873,24.68,0.84
배달의민족,samsunge,585861,1864,314.3,0.83
ONE store,samsunge,172406,1845,93.44,0.82
LIAPP,samsunge,63254,1828,34.6,0.82
Gmail,samsunge,143369,1812,79.12,0.81
Yahoo,samsunge,33337,1810,18.42,0.81
Galaxy Wearable,samsunge,135506,1809,74.91,0.81
SmartThings,samsunge,151200,1784,84.75,0.8
AliExpress,samsunge,198022,1762,112.38,0.79
토스페이먼츠,samsunge,26263,1750,15.01,0.78
Netflix,samsunge,342560,1747,196.08,0.78
디시인사이드,samsunge,73021,1741,41.94,0.78
OneDrive,samsunge,94468,1738,54.35,0.78
네이버 부동산,samsunge,30177,1720,17.54,0.77
웨더뉴스,samsunge,142935,1702,83.98,0.76
SSG.COM,samsunge,88290,1694,52.12,0.76
네이버 스포츠,samsunge,103944,1677,61.98,0.75
Samsung Cloud,samsunge,102367,1645,62.23,0.73
삼성페이,samsunge,213225,1620,131.62,0.72
라온시큐어,samsunge,26976,1613,16.72,0.72
카카오 뱅크,samsunge,151270,1597,94.72,0.71
밴드,samsunge,185756,1595,116.46,0.71
스카이프,samsunge,57629,1557,37.01,0.7
T map,samsunge,177814,1547,114.94,0.69
샵라이브,samsunge,31079,1536,20.23,0.69
taobao,samsunge,53025,1534,34.57,0.69
KB Pay,samsunge,43993,1531,28.73,0.68
Adrop,samsunge,26732,1521,17.58,0.68
KB스타뱅킹,samsunge,118564,1520,78.0,0.68
브이리뷰,samsunge,32753,1508,21.72,0.67
네이버 TV연예,samsunge,37982,1505,25.24,0.67
옥션,samsunge,70239,1496,46.95,0.67
Alibaba,samsunge,56340,1487,37.89,0.66
adPOPcorn,samsunge,26719,1454,18.38,0.65
채티,samsunge,26160,1453,18.0,0.65
DuckDuckGo,samsunge,44716,1451,30.82,0.65
오늘의집,samsunge,109000,1433,76.06,0.64
LGU+ TSM,samsunge,24839,1432,17.35,0.64
토스증권,samsunge,123855,1411,87.78,0.63
GIPHY,samsunge,42006,1388,30.26,0.62
삼성카드,samsunge,180658,1379,131.01,0.62
McAfee,samsunge,156747,1371,114.33,0.61
OneSignal,samsunge,32948,1367,24.1,0.61
PostHog,samsunge,22521,1363,16.52,0.61
번개장터,samsunge,41435,1352,30.65,0.6
신한페이판,samsunge,67273,1342,50.13,0.6
롯데ON,samsunge,38338,1325,28.93,0.59
ChatGPT,samsunge,23478,1300,18.06,0.58
RevenueCat,samsunge,21020,1271,16.54,0.57
OpenAI,samsunge,25140,1270,19.8,0.57
Avatye,samsunge,42090,1266,33.25,0.57
요기요,samsunge,46502,1242,37.44,0.55
KB국민카드,samsunge,66095,1239,53.35,0.55
SendBird,samsunge,37449,1237,30.27,0.55
Apple,samsunge,799922,1236,647.19,0.55
다음 뉴스,samsunge,18376,1222,15.04,0.55
네이버+ 스토어,samsunge,24117,1221,19.75,0.55
윈도우라이브,samsunge,27359,1218,22.46,0.54
CJ ONSTYLE,samsunge,29355,1216,24.14,0.54
토스뱅크,samsunge,56300,1211,46.49,0.54
Forter,samsunge,23053,1209,19.07,0.54
캐시워크,samsunge,108805,1193,91.2,0.53
디시트렌드,samsunge,33103,1187,27.89,0.53
삼성 헬스,samsunge,177146,1156,153.24,0.52
신한카드,samsunge,55248,1149,48.08,0.51
ISP/페이북,samsunge,66030,1149,57.47,0.51
올리브영,samsunge,40173,1114,36.06,0.5
Microsoft Office,samsunge,57312,1111,51.59,0.5
GS SHOP,samsunge,23814,1104,21.57,0.49
신한은행,samsunge,115078,1067,107.85,0.48
무신사,samsunge,95383,1051,90.75,0.47
현대카드,samsunge,79641,1048,75.99,0.47
알약,samsunge,17273,1041,16.59,0.46
에펨코리아,samsunge,42351,1036,40.88,0.46
모비위드,samsunge,35293,1035,34.1,0.46
삼쩜삼,samsunge,20071,1035,19.39,0.46
Qualcomm,samsunge,54977,1032,53.27,0.46
Starbucks Coffee Korea,samsunge,59561,1016,58.62,0.45
MSN,samsunge,22411,1013,22.12,0.45
쿠팡플레이,samsunge,17736,991,17.9,0.44
카카오페이증권,samsunge,63558,973,65.32,0.43
야놀자,samsunge,19670,972,20.24,0.43
네이버 웹툰,samsunge,64714,966,66.99,0.43
네이트 뉴스,samsunge,29748,956,31.12,0.43
신한 쏠,samsunge,23589,955,24.7,0.43
NH카드,samsunge,29347,955,30.73,0.43
티머니,samsunge,49365,954,51.75,0.43
NH농협,samsunge,34396,952,36.13,0.43
하나카드,samsunge,59816,947,63.16,0.42
롯데홈쇼핑,samsunge,17238,944,18.26,0.42
모니모,samsunge,21789,939,23.2,0.42
MS Copilot,samsunge,17897,929,19.26,0.41
QQ,samsunge,31123,920,33.83,0.41
우리은행,samsunge,95383,912,104.59,0.41
cashbee,samsunge,13710,901,15.22,0.4
alipay,samsunge,25046,900,27.83,0.4
삼성증권 POP,samsunge,18072,896,20.17,0.4
ExelBid,samsunge,32263,896,36.01,0.4
올원뱅크,samsunge,31896,883,36.12,0.39
하이마트,samsunge,18850,877,21.49,0.39
연합뉴스,samsunge,30498,872,34.97,0.39
티머니GO,samsunge,13541,857,15.8,0.38
인터파크,samsunge,14187,853,16.63,0.38
iTunes-Apple,samsunge,478897,842,568.76,0.38
아고다,samsunge,25809,840,30.73,0.38
롯데카드,samsunge,63392,833,76.1,0.37
현대자동차,samsunge,22204,832,26.69,0.37
NESTADS,samsunge,13777,823,16.74,0.37
마켓컬리,samsunge,42973,801,53.65,0.36
Adobe,samsunge,19231,799,24.07,0.36
Nike,samsunge,22089,796,27.75,0.36
SBS,samsunge,18255,796,22.93,0.36
iCloud,samsunge,234512,794,295.36,0.35
TVING,samsunge,78246,791,98.92,0.35
뽐뿌,samsunge,15101,787,19.19,0.35
29cm,samsunge,29183,777,37.56,0.35
디즈니플러스,samsunge,13600,767,17.73,0.34
YES24,samsunge,11557,762,15.17,0.34
AMP,samsunge,11869,759,15.64,0.34
업비트,samsunge,156241,750,208.32,0.33
AD(X),samsunge,61088,744,82.11,0.33
BC카드,samsunge,21800,741,29.42,0.33
케이뱅크,samsunge,40094,720,55.69,0.32
숨고,samsunge,20165,715,28.2,0.32
사람인,samsunge,15632,715,21.86,0.32
Samsung Galaxy,samsunge,15523,700,22.18,0.31
U+Page,samsunge,13697,696,19.68,0.31
KEB하나은행,samsunge,16778,694,24.18,0.31
하나은행,samsunge,21083,689,30.6,0.31
ZigZag,samsunge,31892,682,46.76,0.3
에이블리,samsunge,14759,681,21.67,0.3
카카오모빌리티,samsunge,10795,676,15.97,0.3
stripchat,samsunge,13205,673,19.62,0.3
스노우,samsunge,21732,669,32.48,0.3
잡코리아,samsunge,10589,653,16.22,0.29
Syrup,samsunge,31249,633,49.37,0.28
인벤,samsunge,14147,631,22.42,0.28
신한 슈퍼쏠,samsunge,10310,631,16.34,0.28
멜론 아지톡,samsunge,34802,628,55.42,0.28
직방,samsunge,16612,628,26.45,0.28
Digital Turbine,samsunge,10842,626,17.32,0.28
UBCI 인덱스,samsunge,20362,620,32.84,0.28
홈플러스,samsunge,11967,617,19.4,0.28
호갱노노,samsunge,19064,602,31.67,0.27
이마트,samsunge,23069,594,38.84,0.27
Telegram Messenger,samsunge,17174,593,28.96,0.26
우리카드,samsunge,25159,581,43.3,0.26
SBS 뉴스,samsunge,10062,578,17.41,0.26
SK텔레콤,samsunge,9788,568,17.23,0.25
루리웹,samsunge,16273,567,28.7,0.25
Apple Weather,samsunge,8810,567,15.54,0.25
Microsoft Graph,samsunge,10093,552,18.28,0.25
Spotify,samsunge,16581,542,30.59,0.24
Samsung SmartThings,samsunge,18188,536,33.93,0.24
SmartSwitch,samsunge,10410,526,19.79,0.23
넷마블,samsunge,19813,520,38.1,0.23
IBK앱통장,samsunge,14127,520,27.17,0.23
기아자동차,samsunge,17670,517,34.18,0.23
신한투자증권,samsunge,25925,503,51.54,0.22
i-ONE Bank,samsunge,10739,502,21.39,0.22
SK엔카,samsunge,23503,502,46.82,0.22
다음 메일,samsunge,7724,492,15.7,0.22
코나카드,samsunge,12789,485,26.37,0.22
IBK기업은행,samsunge,18462,484,38.14,0.22
우리동네GS,samsunge,26343,482,54.65,0.22
빗썸,samsunge,34797,472,73.72,0.21
카카오페이지,samsunge,20044,466,43.01,0.21
지니 뮤직,samsunge,81785,460,177.79,0.21
OK캐쉬백,samsunge,22428,458,48.97,0.2
넥슨,samsunge,78375,457,171.5,0.2
Twitch,samsunge,7751,449,17.26,0.2
키움증권,samsunge,14549,448,32.48,0.2
xHamster,samsunge,14481,446,32.47,0.2
중고나라,samsunge,15812,438,36.1,0.2
보배드림,samsunge,8267,433,19.09,0.19
에어비앤비,samsunge,6798,430,15.81,0.19
LG ThinQ,samsunge,32059,425,75.43,0.19
ThreatCast,samsunge,11398,425,26.82,0.19
IKEA,samsunge,6865,405,16.95,0.18
하나멤버스,samsunge,14677,398,36.88,0.18
blahfaw,samsunge,13801,377,36.61,0.17
블라인드 TOPIC,samsunge,8348,373,22.38,0.17
키움증권 영웅문S,samsunge,43071,368,117.04,0.16
웨이브,samsunge,18656,368,50.7,0.16
Microsoft Teams,samsunge,35714,364,98.12,0.16
퀸잇,samsunge,5704,361,15.8,0.16
W Concept,samsunge,13838,357,38.76,0.16
기상청 날씨누리,samsunge,12001,357,33.62,0.16
메가MGC커피,samsunge,7556,345,21.9,0.15
삼성증권,samsunge,20292,339,59.86,0.15
웃긴대학,samsunge,8160,338,24.14,0.15
XVIDEOS,samsunge,5117,335,15.27,0.15
후후,samsunge,31270,333,93.9,0.15
네이버 캘린더,samsunge,15749,327,48.16,0.15
미래에셋투자와연금센터,samsunge,7691,326,23.59,0.15
기아 커넥트,samsunge,8439,325,25.97,0.15
디스코드,samsunge,11473,325,35.3,0.15
Polaris Office,samsunge,5023,321,15.65,0.14
나우 메시지,samsunge,8792,318,27.65,0.14
뉴토끼,samsunge,15341,316,48.55,0.14
숲,samsunge,63384,311,203.81,0.14
KB증권,samsunge,21043,305,68.99,0.14
현대 카페이,samsunge,8475,305,27.79,0.14
Slack,samsunge,8030,305,26.33,0.14
아시아나항공,samsunge,4824,305,15.82,0.14
MissAV,samsunge,4956,302,16.41,0.13
아파트아이,samsunge,5031,292,17.23,0.13
TradingView,samsunge,15610,287,54.39,0.13
알바몬,samsunge,4543,286,15.88,0.13
Google 캘린더,samsunge,7691,280,27.47,0.13
Zoom,samsunge,5830,278,20.97,0.12
Roblox,samsunge,57695,276,209.04,0.12
탑툰,samsunge,4261,275,15.49,0.12
와디즈,samsunge,7174,271,26.47,0.12
MG새마을금고,samsunge,4839,268,18.06,0.12
AV19,samsunge,6414,267,24.02,0.12
내트리를꾸며줘!,samsunge,6487,265,24.48,0.12
알바천국,samsunge,4008,263,15.24,0.12
키즈노트,samsunge,24364,260,93.71,0.12
Mi Korea,samsunge,9691,256,37.86,0.11
Roborock,samsunge,4198,251,16.73,0.11
Brawl Stars,samsunge,4434,249,17.81,0.11
SHEIN Fashion,samsunge,3738,245,15.26,0.11
하이클래스,samsunge,25270,240,105.29,0.11
마나토끼,samsunge,5172,238,21.73,0.11
한국투자증권,samsunge,7032,235,29.92,0.1
지하철종결자,samsunge,3556,235,15.13,0.1
카카오버스,samsunge,4102,231,17.76,0.1
NH투자증권,samsunge,22474,229,98.14,0.1
북토끼,samsunge,5345,227,23.55,0.1
미래에셋증권 M-STOCK,samsunge,12320,226,54.51,0.1
SKT T전화,samsunge,13675,222,61.6,0.1
Investing,samsunge,10321,219,47.13,0.1
Mi Korea,xaomi,1253840,41815,29.99,0.92
Google,xaomi,32133928,41813,768.52,0.92
YouTube,xaomi,73166103,41808,1750.05,0.92
YouTube Music,xaomi,8902212,41801,212.97,0.92
네이버,xaomi,57172510,41799,1367.8,0.92
Firebase Crashlytics,xaomi,3312346,41791,79.26,0.92
카카오,xaomi,21059370,41777,504.09,0.92
다음,xaomi,24741365,41760,592.47,0.92
Facebook,xaomi,27540286,41740,659.81,0.92
Google Play,xaomi,2145833,41711,51.45,0.92
카카오 내비,xaomi,4520178,41700,108.4,0.92
Google 어카운트,xaomi,3243725,41635,77.91,0.92
Google 애널리틱스,xaomi,2584565,41635,62.08,0.92
쿠팡,xaomi,41164711,41615,989.18,0.92
네이버 애널리틱스,xaomi,3107718,41589,74.72,0.92
카카오톡,xaomi,11939736,41565,287.25,0.91
카카오톡 오픈채팅,xaomi,3764401,41510,90.69,0.91
네이버 쇼핑,xaomi,6904586,41451,166.57,0.91
Bing,xaomi,2491143,41445,60.11,0.91
네이버 Corporation,xaomi,3469325,41344,83.91,0.91
네이버 지도,xaomi,7379738,41282,178.76,0.91
네이버 통합검색,xaomi,9502424,41254,230.34,0.91
Coupang Partners,xaomi,3384235,41253,82.04,0.91
jQuery,xaomi,1239459,41223,30.07,0.91
Google Messages,xaomi,1511905,41121,36.77,0.9
TikTok,xaomi,8645403,41115,210.27,0.9
Papago,xaomi,3109690,41048,75.76,0.9
네이버 블로그,xaomi,6400305,41024,156.01,0.9
Taboola,xaomi,5237380,40965,127.85,0.9
Criteo,xaomi,5359445,40880,131.1,0.9
NHN TOAST,xaomi,2206090,40872,53.98,0.9
Braze,xaomi,3879041,40698,95.31,0.9
쿠팡이츠,xaomi,5698468,40611,140.32,0.89
당근마켓,xaomi,9584768,40600,236.08,0.89
Teads,xaomi,1826000,40595,44.98,0.89
Media.net,xaomi,1516838,40594,37.37,0.89
Airbridge,xaomi,2651757,40566,65.37,0.89
토스,xaomi,18837503,40523,464.86,0.89
Moloco,xaomi,2472384,40486,61.07,0.89
Sentry,xaomi,2883103,40448,71.28,0.89
네이버 페이,xaomi,2024334,40366,50.15,0.89
Temu,xaomi,3765405,40341,93.34,0.89
clarity,xaomi,2903638,40338,71.98,0.89
트위터,xaomi,2062625,40337,51.13,0.89
DFINERY,xaomi,2442577,40277,60.64,0.89
LG U+,xaomi,2638068,40255,65.53,0.89
네이버 내정보,xaomi,1985932,40139,49.48,0.88
1rx,xaomi,962323,40085,24.01,0.88
UNPKG,xaomi,611364,40077,15.25,0.88
Pi Network,xaomi,1182903,40073,29.52,0.88
Amazon Web Services,xaomi,2364749,40055,59.04,0.88
Instagram,xaomi,12716533,40018,317.77,0.88
megadata,xaomi,755484,39954,18.91,0.88
네이버 플레이스,xaomi,1773483,39937,44.41,0.88
InMobi,xaomi,2252840,39895,56.47,0.88
벅스,xaomi,832445,39857,20.89,0.88
Samsung,xaomi,8759633,39793,220.13,0.88
에이스트레이더,xaomi,1758223,39692,44.3,0.87
네이버 스마트스토어,xaomi,1785832,39641,45.05,0.87
네이버 사전,xaomi,985956,39540,24.94,0.87
카카오페이,xaomi,4215599,39422,106.94,0.87
ntp,xaomi,3362425,39368,85.41,0.87
App Center,xaomi,2952566,39337,75.06,0.87
Microsoft,xaomi,4106094,38793,105.85,0.85
adbrix,xaomi,1139504,38789,29.38,0.85
채널톡,xaomi,1408923,38715,36.39,0.85
MezzoMedia,xaomi,707516,38697,18.28,0.85
카페24,xaomi,894171,38635,23.14,0.85
AhnLab,xaomi,3587048,38383,93.45,0.84
Gmail,xaomi,3365289,38324,87.81,0.84
애드파이,xaomi,9848972,38276,257.31,0.84
Buzzvil,xaomi,2840478,38201,74.36,0.84
openx,xaomi,1133422,38175,29.69,0.84
Insider,xaomi,882488,38153,23.13,0.84
네이버 카페,xaomi,4511613,38051,118.57,0.84
Unity,xaomi,8945826,37878,236.17,0.83
Branch,xaomi,921253,37746,24.41,0.83
카카오맵,xaomi,1706791,37577,45.42,0.83
Galaxy Wearable,xaomi,2886944,37547,76.89,0.83
OneDrive,xaomi,2042791,37286,54.79,0.82
Melon,xaomi,2529888,37140,68.12,0.82
G마켓,xaomi,2721614,37125,73.31,0.82
Vungle,xaomi,2804273,37011,75.77,0.81
국세청 홈택스,xaomi,816718,36943,22.11,0.81
Hotjar,xaomi,863324,36887,23.4,0.81
웨더뉴스,xaomi,3153162,36660,86.01,0.81
ONE store,xaomi,3654586,36655,99.7,0.81
네이버 톡톡,xaomi,3613142,36640,98.61,0.81
네이버 뉴스,xaomi,2301194,36237,63.5,0.8
카카오TV,xaomi,677603,36090,18.78,0.79
Google 번역,xaomi,714394,35912,19.89,0.79
SmartThings,xaomi,2996746,35878,83.53,0.79
AppLovin,xaomi,2519992,35815,70.36,0.79
Rubicon Project,xaomi,913524,35743,25.56,0.79
Samsung Cloud,xaomi,2196970,35548,61.8,0.78
Yahoo,xaomi,777465,35508,21.9,0.78
AliExpress,xaomi,5899786,35159,167.8,0.77
TikTok Lite,xaomi,14220344,35047,405.75,0.77
애피어,xaomi,903738,35015,25.81,0.77
네이버 메일,xaomi,747043,34677,21.54,0.76
AppsFlyer,xaomi,540735,34584,15.64,0.76
나무위키,xaomi,629977,34421,18.3,0.76
삼성페이,xaomi,4532314,34221,132.44,0.75
11번가,xaomi,2161099,34164,63.26,0.75
라온시큐어,xaomi,558306,33729,16.55,0.74
크리마,xaomi,913861,33466,27.31,0.74
hackle,xaomi,790878,33368,23.7,0.73
스카이프,xaomi,1518669,33352,45.53,0.73
Netflix,xaomi,5838139,33247,175.6,0.73
LIAPP,xaomi,1145968,32886,34.85,0.72
아임웹,xaomi,677395,32658,20.74,0.72
taobao,xaomi,1870989,32217,58.07,0.71
에디,xaomi,558881,31959,17.49,0.7
디시인사이드,xaomi,1648711,31746,51.93,0.7
Alibaba,xaomi,1798710,31306,57.46,0.69
배달의민족,xaomi,7338556,31152,235.57,0.69
DuckDuckGo,xaomi,893322,30751,29.05,0.68
LGU+ TSM,xaomi,522324,30726,17.0,0.68
McAfee,xaomi,3280375,29916,109.65,0.66
밴드,xaomi,3293225,29495,111.65,0.65
T map,xaomi,3375667,29191,115.64,0.64
윈도우라이브,xaomi,880424,29124,30.23,0.64
채티,xaomi,560567,28749,19.5,0.63
카카오 뱅크,xaomi,2529627,28308,89.36,0.62
OneSignal,xaomi,729019,27704,26.31,0.61
다음 카페,xaomi,434517,27440,15.84,0.6
adPOPcorn,xaomi,572214,27375,20.9,0.6
옥션,xaomi,1205710,27197,44.33,0.6
삼성 헬스,xaomi,4307317,27118,158.84,0.6
KB Pay,xaomi,815053,26932,30.26,0.59
SSG.COM,xaomi,1033386,26879,38.45,0.59
네이버 스포츠,xaomi,1413937,26724,52.91,0.59
KB스타뱅킹,xaomi,1794625,26658,67.32,0.59
RevenueCat,xaomi,460721,26357,17.48,0.58
토스증권,xaomi,2953703,26340,112.14,0.58
ChatGPT,xaomi,601627,26134,23.02,0.58
OpenAI,xaomi,603554,25584,23.59,0.56
Adrop,xaomi,438892,25544,17.18,0.56
Microsoft Office,xaomi,1618983,25417,63.7,0.56
샵라이브,xaomi,523178,25368,20.62,0.56
신한페이판,xaomi,1328575,25216,52.69,0.55
GIPHY,xaomi,812096,24996,32.49,0.55
요기요,xaomi,926778,24554,37.74,0.54
다음 뉴스,xaomi,428222,24223,17.68,0.53
alipay,xaomi,991680,24218,40.95,0.53
ISP/페이북,xaomi,1478672,24063,61.45,0.53
번개장터,xaomi,669758,24000,27.91,0.53
캐시워크,xaomi,2188068,23699,92.33,0.52
Avatye,xaomi,940255,23495,40.02,0.52
브이리뷰,xaomi,407649,23403,17.42,0.51
토스뱅크,xaomi,1177298,23123,50.91,0.51
삼성카드,xaomi,2688126,22845,117.67,0.5
KB국민카드,xaomi,1315815,22678,58.02,0.5
더쿠,xaomi,362841,22583,16.07,0.5
네이버 TV연예,xaomi,444647,22556,19.71,0.5
디시트렌드,xaomi,708529,22217,31.89,0.49
티머니,xaomi,1327163,22093,60.07,0.49
Apple,xaomi,7897695,22090,357.52,0.49
Qualcomm,xaomi,1130111,21696,52.09,0.48
알약,xaomi,354976,21539,16.48,0.47
신한카드,xaomi,975290,21230,45.94,0.47
QQ,xaomi,2715529,21172,128.26,0.47
MS Copilot,xaomi,556137,21118,26.33,0.46
롯데ON,xaomi,513105,21037,24.39,0.46
Forter,xaomi,456606,20657,22.1,0.45
네이버+ 스토어,xaomi,482805,20505,23.55,0.45
MSN,xaomi,600546,20241,29.67,0.45
신한은행,xaomi,1999043,20133,99.29,0.44
모비위드,xaomi,773772,20079,38.54,0.44
하나카드,xaomi,1349962,19986,67.55,0.44
네이트 뉴스,xaomi,584332,19616,29.79,0.43
삼쩜삼,xaomi,414331,19545,21.2,0.43
현대카드,xaomi,1252770,19500,64.24,0.43
yandex,xaomi,296795,19381,15.31,0.43
티머니GO,xaomi,333196,19292,17.27,0.42
무신사,xaomi,1462893,19172,76.3,0.42
쿠팡플레이,xaomi,311119,19125,16.27,0.42
올리브영,xaomi,592904,19049,31.13,0.42
에펨코리아,xaomi,1061183,18972,55.93,0.42
카카오페이증권,xaomi,1437927,18757,76.66,0.41
연합뉴스,xaomi,761077,18716,40.66,0.41
삼성화재,xaomi,346313,18441,18.78,0.41
신한 쏠,xaomi,435223,18202,23.91,0.4
오늘의집,xaomi,710508,18137,39.17,0.4
ExelBid,xaomi,727197,18062,40.26,0.4
SendBird,xaomi,405515,17927,22.62,0.39
GS SHOP,xaomi,327685,17780,18.43,0.39
SBS,xaomi,332071,17756,18.7,0.39
AMP,xaomi,273749,17740,15.43,0.39
CJ ONSTYLE,xaomi,326123,17690,18.44,0.39
인터파크,xaomi,275395,17529,15.71,0.39
네이버 웹툰,xaomi,1098706,17380,63.22,0.38
Starbucks Coffee Korea,xaomi,898234,17070,52.62,0.38
현대자동차,xaomi,401139,16450,24.39,0.36
야놀자,xaomi,337379,16378,20.6,0.36
NH카드,xaomi,534553,16339,32.72,0.36
우리은행,xaomi,1522519,16154,94.25,0.36
다나와,xaomi,302450,16110,18.77,0.35
디즈니플러스,xaomi,262902,16105,16.32,0.35
AD(X),xaomi,1217097,15894,76.58,0.35
Adobe,xaomi,444466,15592,28.51,0.34
Nike,xaomi,457288,15495,29.51,0.34
NH농협,xaomi,445651,15481,28.79,0.34
KBS kong,xaomi,237238,15454,15.35,0.34
Samsung Galaxy,xaomi,298866,15295,19.54,0.34
iMBC,xaomi,253728,15082,16.82,0.33
아고다,xaomi,461673,14671,31.47,0.32
KEB하나은행,xaomi,317011,14647,21.64,0.32
케이뱅크,xaomi,831181,14490,57.36,0.32
BC카드,xaomi,454252,14486,31.36,0.32
올원뱅크,xaomi,441346,14483,30.47,0.32
U+Page,xaomi,227823,14373,15.85,0.32
Telegram Messenger,xaomi,478403,14348,33.34,0.32
Spotify,xaomi,794052,14203,55.91,0.31
TVING,xaomi,1062093,13940,76.19,0.31
하나은행,xaomi,361127,13893,25.99,0.31
Microsoft Graph,xaomi,301913,13854,21.79,0.3
NESTADS,xaomi,224628,13808,16.27,0.3
뽐뿌,xaomi,591944,13805,42.88,0.3
Syrup,xaomi,816631,13704,59.59,0.3
모니모,xaomi,398151,13653,29.16,0.3
업비트,xaomi,2634633,13477,195.49,0.3
삼성증권 POP,xaomi,315728,13436,23.5,0.3
iTunes-Apple,xaomi,4828016,13336,362.03,0.29
SBS 뉴스,xaomi,270366,13232,20.43,0.29
마켓컬리,xaomi,532842,13224,40.29,0.29
인벤,xaomi,319551,13205,24.2,0.29
Digital Turbine,xaomi,316214,13024,24.28,0.29
Samsung SmartThings,xaomi,427571,13012,32.86,0.29
stripchat,xaomi,270213,12942,20.88,0.28
사람인,xaomi,291310,12894,22.59,0.28
이마트,xaomi,430036,12776,33.66,0.28
Amazon,xaomi,195448,12589,15.53,0.28
루리웹,xaomi,474640,12459,38.1,0.27
롯데카드,xaomi,774844,12448,62.25,0.27
트립닷컴,xaomi,193696,12407,15.61,0.27
잡코리아,xaomi,227306,12261,18.54,0.27
MIUI,xaomi,484559,12064,40.17,0.27
홈플러스,xaomi,228997,12055,19.0,0.27
baidu,xaomi,503665,11984,42.03,0.26
SmartSwitch,xaomi,219247,11947,18.35,0.26
iCloud,xaomi,2375144,11621,204.38,0.26
기아자동차,xaomi,360291,11576,31.12,0.25
넷마블,xaomi,327240,11531,28.38,0.25
29cm,xaomi,328607,11373,28.89,0.25
UBCI 인덱스,xaomi,375206,11274,33.28,0.25
빗썸,xaomi,824855,11164,73.89,0.25
하이마트,xaomi,164853,10340,15.94,0.23
다음 메일,xaomi,181289,10139,17.88,0.22
멜론 아지톡,xaomi,433743,10026,43.26,0.22
신한투자증권,xaomi,454726,9928,45.8,0.22
우리카드,xaomi,350543,9906,35.39,0.22
넥슨,xaomi,1629389,9726,167.53,0.21
ThreatCast,xaomi,252179,9717,25.95,0.21
Xiaomi,xaomi,169475,9715,17.44,0.21
카카오페이지,xaomi,374596,9626,38.92,0.21
우리동네GS,xaomi,570671,9365,60.94,0.21
Microsoft Teams,xaomi,1129570,9361,120.67,0.21
코나카드,xaomi,220849,9341,23.64,0.21
OK캐쉬백,xaomi,616992,9333,66.11,0.21
하나멤버스,xaomi,335623,9111,36.84,0.2
IBK앱통장,xaomi,221407,8960,24.71,0.2
SK엔카,xaomi,358286,8958,40.0,0.2
i-ONE Bank,xaomi,159532,8928,17.87,0.2
지니 뮤직,xaomi,880734,8895,99.01,0.2
키움증권,xaomi,269058,8854,30.39,0.19
IBK기업은행,xaomi,287053,8700,32.99,0.19
에이블리,xaomi,154001,8681,17.74,0.19
ZigZag,xaomi,245490,8661,28.34,0.19
스노우,xaomi,261832,8521,30.73,0.19
Twitch,xaomi,137783,8441,16.32,0.19
LG ThinQ,xaomi,594393,8395,70.8,0.18
기상청 날씨누리,xaomi,338818,8314,40.75,0.18
디스코드,xaomi,306605,8311,36.89,0.18
보배드림,xaomi,177026,7918,22.36,0.17
xHamster,xaomi,224186,7897,28.39,0.17
숨고,xaomi,192806,7896,24.42,0.17
중고나라,xaomi,314308,7799,40.3,0.17
호갱노노,xaomi,198365,7749,25.6,0.17
후후,xaomi,774753,7590,102.08,0.17
직방,xaomi,157222,7423,21.18,0.16
미래에셋투자와연금센터,xaomi,182044,7355,24.75,0.16
에어비앤비,xaomi,123207,7309,16.86,0.16
웨이브,xaomi,298177,7234,41.22,0.16
웃긴대학,xaomi,237596,7168,33.15,0.16
뉴토끼,xaomi,367629,7086,51.88,0.16
숲,xaomi,1169806,7045,166.05,0.16
네이버 캘린더,xaomi,379454,7030,53.98,0.15
AccuWeather,xaomi,118961,6891,17.26,0.15
와디즈,xaomi,186534,6652,28.04,0.15
blahfaw,xaomi,206123,6614,31.16,0.15
나우 메시지,xaomi,201864,6590,30.63,0.15
키움증권 영웅문S,xaomi,735761,6492,113.33,0.14
Zoom,xaomi,176125,6492,27.13,0.14
삼성증권,xaomi,325640,6484,50.22,0.14
메가MGC커피,xaomi,135987,6440,21.12,0.14
Scorecard Research,xaomi,138692,6425,21.59,0.14
블라인드 TOPIC,xaomi,121586,6421,18.94,0.14
밀리의 서재,xaomi,205372,6320,32.5,0.14
SKT T전화,xaomi,368070,6316,58.28,0.14
IKEA,xaomi,111976,6311,17.74,0.14
XVIDEOS,xaomi,96284,6190,15.55,0.14
SLR클럽,xaomi,134850,6152,21.92,0.14
